Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
22.935,1850.724,1850.724,-38.816,39.145,-7.175,7.191,249.256,0.179,249.256,89.959,5.064,0.48,28.61,-80.597,0.917,-2.594e-4,-1.267,0.004,-78.861,89.923,1169.027,343,0.162,0.001,9.786,96.155,70.447,2.571,0,0,2.889,0.462,0.262,0.077,0.122,0.463,0.182,0.467,2.428e-4,0,0,0,0,-1.321e-4,1.936,90,2.97,810.061,0.001,333.099,0.118,2.922e6,10,78.54,0.039,0.096,0.005
22.974,1849.212,1849.212,-39.093,39.422,-7.128,7.148,249.453,0.18,249.453,89.959,5.084,0.537,28.61,-80.597,0.962,-2.609e-4,2.905,0.003,-78.892,89.924,1169.027,343,0.162,0.001,9.786,96.121,70.447,2.567,0,0,2.931,0.462,0.262,0.077,0.122,0.463,0.191,0.489,-3.182e-4,0,0,0,0,6.856e-4,1.912,90,2.98,810.214,0.001,333.105,0.119,2.943e6,10,78.54,0.037,0.096,0.005
23.01,1847.779,1847.779,-39.353,39.683,-7.11,7.126,249.639,0.18,249.639,89.959,5.102,0.483,28.61,-80.597,0.899,-2.599e-4,6.792,0.004,-79.07,89.924,1169.027,343,0.162,0.001,9.786,96.169,70.447,2.572,0,0,2.967,0.462,0.262,0.077,0.122,0.463,0.178,0.455,2.558e-4,0,0,0,0,0.004,1.859,90,2.989,810.359,0.001,333.11,0.12,2.962e6,10,78.54,0.039,0.096,0.005
23.049,1846.245,1846.245,-39.629,39.959,-7.106,7.115,249.838,0.18,249.838,89.959,5.119,0.365,28.61,-80.597,0.772,-2.598e-4,10.561,0.006,-79.408,89.923,1169.027,343,0.162,0.001,9.787,96.264,70.447,2.582,0,0,3.004,0.462,0.262,0.077,0.122,0.462,0.152,0.385,-9.547e-5,0,0,0,0,0.009,1.74,90,2.999,810.515,0.001,333.117,0.121,2.981e6,10,78.54,0.045,0.096,0.005
23.094,1844.444,1844.444,-39.953,40.28,-7.174,7.177,250.07,0.181,250.07,89.959,5.124,0.194,28.61,-80.597,0.236,-2.598e-4,13.174,0.009,-79.956,89.921,1169.027,343,0.162,0.001,9.787,96.673,70.447,2.623,0,0,3.049,0.462,0.262,0.077,0.122,0.462,0.046,0.107,-3.576e-4,0,0,0,0,0.014,1.783,90,3.011,810.697,0.001,333.124,0.122,3.005e6,10,78.54,0.05,0.096,0.005
23.144,1842.437,1842.437,-40.313,40.634,-7.257,7.325,250.325,0.181,250.325,89.959,5.094,0.994,28.61,-80.597,0.507,-2.598e-4,-12.179,-0.002,-80.608,89.918,1169.027,343,0.162,0.001,9.787,96.465,70.447,2.602,0,0,3.108,0.462,0.262,0.077,0.122,0.462,0.1,0.27,2.342e-4,0,0,0,0,-0.011,1.941,90,3.024,810.9,0.001,333.132,0.123,3.034e6,10,78.54,0.05,0.097,0.005
23.194,1840.412,1840.412,-40.677,40.987,-7.261,7.389,250.579,0.182,250.579,89.958,5.033,1.369,28.61,-80.597,0.836,-2.596e-4,-7.793,-0.001,-81.115,89.915,1169.027,343,0.162,0.001,9.787,96.218,70.447,2.577,0,0,3.166,0.462,0.262,0.077,0.122,0.463,0.165,0.43,3.427e-4,0,0,0,0,-0.005,1.934,90,3.037,811.105,0.001,333.14,0.124,3.06e6,10,78.54,0.038,0.097,0.005
23.233,1838.842,1838.842,-40.956,41.257,-7.241,7.398,250.771,0.182,250.771,89.958,4.977,1.516,28.61,-80.597,0.952,-2.608e-4,-3.457,-0.003,-81.334,89.914,1169.027,343,0.162,0.001,9.787,96.132,70.447,2.568,0,0,3.211,0.462,0.262,0.077,0.122,0.463,0.189,0.486,1.176e-5,0,0,0,0,-8.873e-4,1.963,90,3.048,811.264,0.001,333.146,0.125,3.081e6,10,78.54,0.034,0.097,0.005
23.266,1837.461,1837.461,-41.198,41.492,-7.196,7.336,250.938,0.182,250.938,89.958,4.927,1.426,28.61,-80.597,0.865,-2.605e-4,0.501,-0.003,-81.382,89.915,1169.027,343,0.162,0.001,9.787,96.197,70.447,2.575,0,0,3.245,0.462,0.262,0.077,0.122,0.463,0.171,0.441,-4.021e-4,0,0,0,0,1.844e-5,1.954,90,3.057,811.404,0.001,333.151,0.125,3.098e6,10,78.54,0.037,0.097,0.005
23.303,1835.949,1835.949,-41.46,41.747,-7.12,7.206,251.117,0.183,251.117,89.958,4.88,1.112,28.61,-80.597,0.588,-2.614e-4,3.903,-0.004,-81.298,89.916,1169.027,343,0.162,0.001,9.787,96.406,70.447,2.596,0,0,3.28,0.462,0.262,0.077,0.122,0.462,0.116,0.299,-4.865e-4,0,0,0,0,0.001,1.902,90,3.066,811.557,0.001,333.157,0.126,3.116e6,10,78.54,0.05,0.097,0.005
23.353,1833.867,1833.867,-41.814,42.092,-7.006,7.036,251.36,0.183,251.36,89.958,4.836,0.649,28.61,-80.597,0.178,-2.62e-4,6.374,-0.003,-81.03,89.918,1169.027,343,0.162,0.001,9.787,96.721,70.447,2.627,0,0,3.331,0.462,0.262,0.077,0.122,0.462,0.035,0.088,3.955e-4,0,0,0,0,0.003,1.897,90,3.08,811.767,0.001,333.165,0.127,3.142e6,10,78.54,0.05,0.097,0.005
23.403,1831.768,1831.768,-42.161,42.435,-6.892,6.896,251.601,0.184,251.601,89.958,4.813,0.242,28.61,-80.597,0.183,-2.622e-4,-6.306,8.801e-4,-80.704,89.92,1169.027,343,0.162,0.001,9.787,96.718,70.447,2.627,0,0,3.387,0.462,0.262,0.077,0.122,0.462,0.036,0.097,-4.382e-4,0,0,0,0,-0.003,1.95,90,3.094,811.98,0.001,333.174,0.128,3.168e6,10,78.54,0.05,0.097,0.005
23.453,1829.651,1829.651,-42.503,42.774,-6.773,6.775,251.841,0.184,251.842,89.958,4.812,0.163,28.61,-80.597,0.524,-2.604e-4,-3.858,0.002,-80.441,89.922,1169.027,343,0.162,0.001,9.787,96.457,70.447,2.601,0,0,3.444,0.462,0.262,0.077,0.122,0.462,0.103,0.269,-1.294e-4,0,0,0,0,-0.001,1.947,90,3.107,812.194,0.001,333.182,0.129,3.194e6,10,78.54,0.05,0.098,0.005
23.503,1827.518,1827.518,-42.838,43.11,-6.667,6.685,252.082,0.185,252.083,89.958,4.83,0.499,28.61,-80.597,0.789,-2.587e-4,0.755,-7.873e-4,-80.356,89.922,1169.027,343,0.162,0.001,9.787,96.257,70.447,2.581,0,0,3.5,0.462,0.262,0.077,0.122,0.463,0.156,0.403,3.429e-4,0,0,0,0,3.882e-5,1.844,90,3.121,812.41,0.001,333.19,0.13,3.218e6,10,78.54,0.037,0.098,0.006
23.54,1825.921,1825.921,-43.086,43.357,-6.652,6.663,252.262,0.185,252.262,89.958,4.847,0.393,28.61,-80.597,0.698,-2.603e-4,4.594,-0.001,-80.456,89.922,1169.027,343,0.162,0.001,9.787,96.326,70.447,2.588,0,0,3.54,0.462,0.262,0.077,0.122,0.463,0.138,0.355,1.651e-4,0,0,0,0,0.001,1.858,90,3.132,812.572,0.001,333.197,0.131,3.237e6,10,78.54,0.042,0.098,0.006
23.582,1824.121,1824.121,-43.364,43.634,-6.702,6.704,252.464,0.185,252.464,89.958,4.854,0.133,28.61,-80.597,0.279,-2.596e-4,7.548,-0.007,-80.718,89.92,1169.027,343,0.162,0.001,9.787,96.646,70.447,2.62,0,0,3.585,0.462,0.262,0.077,0.122,0.462,0.054,0.139,-6.836e-5,0,0,0,0,0.004,2.017,90,3.143,812.754,0.001,333.204,0.132,3.26e6,10,78.54,0.05,0.098,0.006
23.632,1821.944,1821.944,-43.7,43.966,-6.744,6.78,252.707,0.186,252.707,89.958,4.831,0.7,28.61,-80.597,0.173,-2.602e-4,-7.626,-0.017,-81.11,89.918,1169.027,343,0.162,0.001,9.787,96.728,70.447,2.628,0,0,3.643,0.462,0.262,0.077,0.122,0.462,0.034,0.093,2.434e-4,0,0,0,0,-0.004,2.14,90,3.157,812.974,0.001,333.212,0.133,3.286e6,10,78.54,0.05,0.098,0.006
23.682,1819.751,1819.751,-44.037,44.297,-6.739,6.814,252.947,0.186,252.947,89.958,4.787,1.006,28.61,-80.597,0.408,-2.597e-4,-5.369,-0.005,-81.441,89.918,1169.027,343,0.162,0.001,9.787,96.548,70.447,2.61,0,0,3.7,0.462,0.262,0.077,0.122,0.462,0.08,0.21,2.344e-5,0,0,0,0,-0.002,2.161,90,3.172,813.196,0.001,333.221,0.134,3.311e6,10,78.54,0.05,0.098,0.006
23.732,1817.541,1817.541,-44.373,44.625,-6.69,6.765,253.185,0.187,253.185,89.958,4.735,1.003,28.61,-80.597,0.403,-2.581e-4,-2.222,-0.005,-81.631,89.918,1169.027,343,0.162,0.001,9.787,96.553,70.447,2.611,0,0,3.753,0.462,0.262,0.077,0.122,0.462,0.079,0.206,1.65e-4,0,0,0,0,-3.138e-4,2.112,90,3.186,813.42,0.001,333.23,0.135,3.335e6,10,78.54,0.05,0.099,0.006
23.782,1815.314,1815.314,-44.706,44.951,-6.635,6.703,253.421,0.187,253.421,89.958,4.687,0.954,28.61,-80.597,0.358,-2.574e-4,0.467,-0.004,-81.674,89.919,1169.027,343,0.162,0.001,9.787,96.588,70.447,2.614,0,0,3.809,0.462,0.262,0.077,0.122,0.462,0.07,0.183,3.731e-4,0,0,0,0,1.367e-5,2.141,90,3.2,813.645,0.001,333.238,0.136,3.36e6,10,78.54,0.05,0.099,0.006
23.832,1813.07,1813.07,-45.036,45.275,-6.534,6.558,253.654,0.188,253.654,89.958,4.646,0.569,28.61,-80.597,0.067,-2.591e-4,2.397,-0.016,-81.593,89.921,1169.027,343,0.162,0.001,9.787,96.813,70.447,2.637,0,0,3.861,0.462,0.262,0.077,0.122,0.462,0.013,0.034,3.148e-4,0,0,0,0,3.551e-4,2.064,90,3.215,813.872,0.001,333.247,0.137,3.384e6,10,78.54,0.05,0.099,0.006
23.882,1810.81,1810.81,-45.36,45.595,-6.415,6.415,253.886,0.188,253.886,89.958,4.631,0.079,28.61,-80.597,0.294,-2.599e-4,-1.413,-0.003,-81.487,89.922,1169.027,343,0.162,0.001,9.787,96.638,70.447,2.619,0,0,3.914,0.462,0.262,0.077,0.122,0.462,0.057,0.15,4.406e-4,0,0,0,0,-1.218e-4,1.921,90,3.23,814.101,0.001,333.256,0.138,3.407e6,10,78.54,0.05,0.099,0.006
23.932,1808.534,1808.534,-45.679,45.913,-6.362,6.363,254.117,0.189,254.117,89.957,4.631,0.053,28.61,-80.597,0.313,-2.622e-4,1.294,-0.004,-81.483,89.921,1169.027,343,0.162,0.001,9.787,96.624,70.447,2.618,0,0,3.97,0.462,0.262,0.077,0.122,0.462,0.061,0.16,8.979e-5,0,0,0,0,1.008e-4,1.955,90,3.245,814.331,0.001,333.265,0.138,3.431e6,10,78.54,0.05,0.099,0.006
23.982,1806.242,1806.242,-45.996,46.228,-6.332,6.334,254.349,0.189,254.349,89.957,4.624,0.167,28.61,-80.597,0.23,-2.631e-4,3.287,-0.011,-81.6,89.918,1169.027,343,0.162,0.001,9.787,96.689,70.447,2.624,0,0,4.025,0.462,0.262,0.077,0.123,0.462,0.045,0.117,-2.557e-4,0,0,0,0,6.409e-4,1.979,90,3.259,814.563,0.001,333.274,0.139,3.455e6,10,78.54,0.05,0.099,0.006
24.032,1803.935,1803.935,-46.312,46.541,-6.295,6.299,254.58,0.19,254.58,89.957,4.614,0.219,28.61,-80.597,0.187,-2.616e-4,4.883,-0.016,-81.806,89.915,1169.027,343,0.162,0.001,9.787,96.722,70.447,2.628,0,0,4.078,0.462,0.262,0.078,0.123,0.462,0.037,0.095,-4.57e-4,0,0,0,0,0.001,1.9,90,3.274,814.797,0.001,333.283,0.14,3.478e6,10,78.54,0.05,0.1,0.006
24.082,1801.611,1801.611,-46.626,46.852,-6.266,6.275,254.81,0.19,254.81,89.957,4.601,0.328,28.61,-80.597,0.104,-2.613e-4,6.066,-0.035,-82.082,89.912,1169.027,343,0.162,0.001,9.787,96.788,70.447,2.634,0,0,4.131,0.462,0.262,0.078,0.123,0.462,0.02,0.051,4.206e-4,0,0,0,0,0.002,1.797,90,3.29,815.032,0.001,333.292,0.141,3.501e6,10,78.54,0.05,0.1,0.006
24.132,1799.272,1799.272,-46.939,47.162,-6.269,6.309,255.04,0.191,255.04,89.957,4.577,0.707,28.61,-80.597,0.16,-2.618e-4,-6.027,-0.024,-82.393,89.91,1169.027,343,0.162,0.001,9.787,96.745,70.447,2.63,0,0,4.187,0.462,0.262,0.078,0.123,0.462,0.031,0.084,4.844e-4,0,0,0,0,-0.002,1.824,90,3.305,815.269,0.001,333.302,0.142,3.525e6,10,78.54,0.05,0.1,0.006
24.182,1796.917,1796.917,-47.252,47.469,-6.25,6.321,255.268,0.191,255.268,89.957,4.534,0.944,28.61,-80.597,0.319,-2.616e-4,-3.777,-0.012,-82.644,89.91,1169.027,343,0.162,0.001,9.787,96.622,70.447,2.618,0,0,4.244,0.462,0.262,0.078,0.123,0.463,0.062,0.164,4.913e-4,0,0,0,0,-8.037e-4,1.835,90,3.32,815.507,0.001,333.311,0.143,3.548e6,10,78.54,0.05,0.1,0.006
24.232,1794.547,1794.547,-47.563,47.775,-6.188,6.244,255.493,0.192,255.493,89.957,4.488,0.829,28.61,-80.597,0.242,-2.598e-4,-1.274,-0.008,-82.767,89.913,1169.027,343,0.162,0.001,9.787,96.682,70.447,2.624,0,0,4.297,0.462,0.262,0.078,0.123,0.463,0.047,0.124,-4.607e-4,0,0,0,0,-9.041e-5,1.753,90,3.335,815.747,0.001,333.32,0.144,3.57e6,10,78.54,0.05,0.1,0.006
24.282,1792.161,1792.161,-47.871,48.077,-6.116,6.147,255.717,0.192,255.717,89.957,4.452,0.618,28.61,-80.597,0.101,-2.591e-4,0.129,-0.005,-82.791,89.915,1169.027,343,0.162,0.001,9.787,96.792,70.447,2.635,0,0,4.35,0.463,0.262,0.078,0.123,0.463,0.02,0.052,3.371e-4,0,0,0,0,9.143e-7,1.689,90,3.351,815.989,0.001,333.33,0.145,3.593e6,10,78.54,0.05,0.1,0.006
24.332,1789.76,1789.76,-48.175,48.378,-6.057,6.08,255.938,0.193,255.938,89.957,4.425,0.534,28.61,-80.597,0.042,-2.591e-4,0.605,-0.003,-82.771,89.916,1169.027,343,0.162,0.001,9.787,96.839,70.447,2.639,0,0,4.406,0.463,0.262,0.078,0.123,0.463,0.008,0.021,-3.37e-4,0,0,0,0,1.987e-5,1.722,90,3.367,816.232,0.001,333.339,0.146,3.616e6,10,78.54,0.05,0.1,0.006
24.382,1787.344,1787.344,-48.476,48.676,-5.997,6.013,256.159,0.193,256.159,89.957,4.4,0.441,28.61,-80.597,0.022,-2.591e-4,-0.759,-0.009,-82.734,89.914,1169.027,343,0.162,0.001,9.787,96.855,70.447,2.641,0,0,4.462,0.463,0.262,0.078,0.123,0.463,0.004,0.011,-1.208e-4,0,0,0,0,-3.087e-5,1.762,90,3.382,816.476,0.001,333.349,0.147,3.639e6,10,78.54,0.05,0.101,0.006
24.432,1784.912,1784.912,-48.774,48.971,-5.919,5.923,256.379,0.193,256.379,89.957,4.382,0.203,28.61,-80.597,0.174,-2.594e-4,-0.004,-0.002,-82.71,89.913,1169.027,343,0.162,0.001,9.787,96.737,70.447,2.629,0,0,4.516,0.463,0.262,0.078,0.123,0.463,0.034,0.089,-3.872e-4,0,0,0,0,0,1.706,90,3.398,816.722,0.001,333.358,0.147,3.661e6,10,78.54,0.05,0.101,0.006
24.482,1782.466,1782.466,-49.069,49.263,-5.868,5.87,256.597,0.194,256.598,89.957,4.375,0.167,28.61,-80.597,0.195,-2.593e-4,1.876,-0.002,-82.756,89.912,1169.027,343,0.162,0.001,9.787,96.722,70.447,2.627,0,0,4.571,0.463,0.262,0.078,0.123,0.463,0.038,0.1,-3.282e-5,0,0,0,0,1.845e-4,1.692,90,3.414,816.97,0.001,333.368,0.148,3.684e6,10,78.54,0.05,0.101,0.006
24.532,1780.005,1780.005,-49.361,49.554,-5.835,5.842,256.816,0.194,256.816,89.957,4.364,0.279,28.61,-80.597,0.124,-2.596e-4,3.271,-0.006,-82.887,89.911,1169.027,343,0.162,0.001,9.787,96.778,70.447,2.633,0,0,4.626,0.463,0.262,0.078,0.123,0.463,0.024,0.063,-1.224e-4,0,0,0,0,5.542e-4,1.687,90,3.43,817.219,0.001,333.377,0.149,3.706e6,10,78.54,0.05,0.101,0.006
24.582,1777.53,1777.53,-49.652,49.842,-5.807,5.823,257.034,0.195,257.034,89.957,4.346,0.43,28.61,-80.597,0.028,-2.596e-4,3.97,-0.04,-83.072,89.909,1169.027,343,0.162,0.001,9.787,96.853,70.447,2.641,0,0,4.68,0.463,0.262,0.078,0.123,0.463,0.005,0.014,4.74e-4,0,0,0,0,8.072e-4,1.662,90,3.446,817.47,0.001,333.387,0.15,3.728e6,10,78.54,0.05,0.101,0.006
24.632,1775.04,1775.04,-49.942,50.129,-5.78,5.811,257.25,0.195,257.251,89.956,4.321,0.595,28.61,-80.597,0.075,-2.595e-4,-3.728,-0.018,-83.268,89.907,1169.027,343,0.162,0.001,9.787,96.817,70.447,2.637,0,0,4.735,0.463,0.262,0.078,0.123,0.463,0.015,0.039,-4.363e-4,0,0,0,0,-7.037e-4,1.641,90,3.462,817.722,0.001,333.397,0.151,3.75e6,10,78.54,0.05,0.101,0.006
24.682,1772.536,1772.536,-50.23,50.413,-5.752,5.804,257.466,0.196,257.466,89.956,4.287,0.772,28.61,-80.597,0.18,-2.601e-4,-2.557,-0.005,-83.429,89.905,1169.027,343,0.162,0.001,9.787,96.736,70.447,2.629,0,0,4.79,0.463,0.262,0.078,0.123,0.463,0.035,0.093,-4.017e-4,0,0,0,0,-3.273e-4,1.659,90,3.479,817.975,0.001,333.407,0.152,3.772e6,10,78.54,0.05,0.102,0.006
24.732,1770.017,1770.017,-50.517,50.695,-5.69,5.724,257.679,0.196,257.679,89.956,4.249,0.626,28.61,-80.597,0.095,-2.605e-4,-0.961,-0.004,-83.514,89.903,1169.027,343,0.162,0.001,9.787,96.803,70.447,2.636,0,0,4.843,0.463,0.262,0.078,0.123,0.463,0.018,0.049,-2.623e-4,0,0,0,0,-4.575e-5,1.579,90,3.495,818.23,0.001,333.417,0.153,3.793e6,10,78.54,0.05,0.102,0.006
24.782,1767.484,1767.484,-50.8,50.975,-5.63,5.653,257.891,0.197,257.891,89.956,4.223,0.507,28.61,-80.597,0.025,-2.607e-4,-0.62,-0.014,-83.551,89.903,1169.027,343,0.162,0.001,9.787,96.858,70.447,2.641,0,0,4.897,0.463,0.262,0.078,0.123,0.463,0.005,0.013,-1.263e-4,0,0,0,0,-1.885e-5,1.541,90,3.511,818.486,0.001,333.427,0.153,3.814e6,10,78.54,0.05,0.102,0.007
24.832,1764.937,1764.937,-51.08,51.252,-5.594,5.629,258.101,0.197,258.101,89.956,4.196,0.623,28.61,-80.597,0.088,-2.608e-4,-0.2,-0.006,-83.574,89.904,1169.027,343,0.162,0.001,9.787,96.81,70.447,2.636,0,0,4.953,0.463,0.262,0.078,0.123,0.463,0.017,0.045,-2.725e-4,0,0,0,0,-1.944e-6,1.637,90,3.528,818.744,0.001,333.437,0.154,3.836e6,10,78.54,0.05,0.102,0.007
24.882,1762.376,1762.376,-51.358,51.527,-5.53,5.55,258.31,0.198,258.31,89.956,4.165,0.47,28.61,-80.597,0.002,-2.606e-4,-0.538,0.017,-83.562,89.907,1169.027,343,0.162,0.001,9.787,96.877,70.447,2.643,0,0,5.008,0.463,0.262,0.078,0.123,0.463,4.366e-4,7.04e-4,3.845e-4,0,0,0,0,-1.389e-5,1.628,90,3.545,819.003,0.001,333.447,0.155,3.857e6,10,78.54,0.05,0.102,0.007
24.932,1759.801,1759.801,-51.633,51.799,-5.462,5.469,258.518,0.198,258.518,89.956,4.148,0.275,28.61,-80.597,0.113,-2.607e-4,0.174,0.008,-83.548,89.911,1169.027,343,0.162,0.001,9.787,96.791,70.447,2.634,0,0,5.061,0.463,0.262,0.078,0.123,0.463,0.022,0.058,-1.214e-4,0,0,0,0,1.433e-6,1.587,90,3.561,819.264,0.001,333.457,0.156,3.878e6,10,78.54,0.05,0.102,0.007
24.982,1757.213,1757.213,-51.905,52.069,-5.404,5.406,258.725,0.199,258.725,89.956,4.137,0.163,28.61,-80.597,0.174,-2.588e-4,1.58,0.008,-83.59,89.913,1169.027,343,0.162,0.001,9.787,96.744,70.447,2.63,0,0,5.115,0.463,0.262,0.078,0.123,0.463,0.034,0.089,-3.102e-4,0,0,0,0,1.174e-4,1.535,90,3.578,819.526,0.001,333.467,0.157,3.898e6,10,78.54,0.05,0.102,0.007
25.032,1754.611,1754.611,-52.174,52.337,-5.371,5.378,258.932,0.199,258.932,89.956,4.128,0.273,28.61,-80.597,0.111,-2.602e-4,3.195,0.012,-83.712,89.912,1169.027,343,0.162,0.001,9.787,96.794,70.447,2.635,0,0,5.168,0.463,0.262,0.078,0.123,0.463,0.022,0.057,2.69e-4,0,0,0,0,4.748e-4,1.52,90,3.595,819.789,0.001,333.477,0.157,3.919e6,10,78.54,0.05,0.103,0.007
25.082,1751.996,1751.996,-52.442,52.603,-5.35,5.374,259.138,0.2,259.138,89.956,4.108,0.507,28.61,-80.597,0.021,-2.602e-4,-3.617,0.04,-83.887,89.909,1169.027,343,0.162,0.001,9.787,96.865,70.447,2.642,0,0,5.222,0.463,0.262,0.078,0.123,0.463,0.004,0.012,-4.721e-5,0,0,0,0,-6.024e-4,1.527,90,3.612,820.054,0.001,333.488,0.158,3.939e6,10,78.54,0.05,0.103,0.007
25.132,1749.367,1749.367,-52.709,52.866,-5.328,5.38,259.342,0.2,259.343,89.956,4.077,0.75,28.61,-80.597,0.153,-2.607e-4,-2.729,0.001,-84.051,89.906,1169.027,343,0.162,0.001,9.787,96.763,70.447,2.632,0,0,5.277,0.463,0.262,0.078,0.123,0.463,0.03,0.079,-1.195e-4,0,0,0,0,-3.395e-4,1.558,90,3.629,820.32,0.001,333.498,0.159,3.96e6,10,78.54,0.05,0.103,0.007
25.182,1746.725,1746.725,-52.975,53.128,-5.305,5.399,259.545,0.2,259.545,89.956,4.033,1.005,28.61,-80.597,0.285,-2.6e-4,-0.491,6.087e-4,-84.137,89.904,1169.027,343,0.162,0.001,9.787,96.661,70.447,2.621,0,0,5.334,0.463,0.262,0.078,0.123,0.463,0.056,0.146,-2.211e-4,0,0,0,0,-1.087e-5,1.672,90,3.646,820.588,0.001,333.509,0.16,3.981e6,10,78.54,0.05,0.103,0.007
25.232,1744.069,1744.069,-53.239,53.388,-5.249,5.327,259.746,0.201,259.746,89.956,3.983,0.912,28.61,-80.597,0.23,-2.598e-4,2.489,-0.007,-84.085,89.906,1169.027,343,0.162,0.001,9.787,96.704,70.447,2.626,0,0,5.388,0.463,0.262,0.078,0.123,0.463,0.045,0.117,-2.737e-4,0,0,0,0,2.768e-4,1.749,90,3.664,820.856,0.001,333.519,0.161,4.002e6,10,78.54,0.05,0.103,0.007
25.282,1741.401,1741.401,-53.499,53.645,-5.162,5.187,259.944,0.201,259.944,89.956,3.947,0.511,28.61,-80.597,0.013,-2.6e-4,3.828,-0.051,-83.918,89.911,1169.027,343,0.162,0.001,9.787,96.874,70.447,2.643,0,0,5.441,0.463,0.262,0.078,0.123,0.463,0.002,0.006,2.596e-4,0,0,0,0,6.484e-4,1.766,90,3.681,821.126,0.001,333.53,0.161,4.022e6,10,78.54,0.05,0.103,0.007
25.332,1738.72,1738.72,-53.755,53.899,-5.088,5.096,260.141,0.202,260.141,89.956,3.929,0.274,28.61,-80.597,0.118,-2.602e-4,-3.026,-0.004,-83.741,89.914,1169.027,343,0.162,0.001,9.787,96.792,70.447,2.635,0,0,5.496,0.463,0.262,0.078,0.123,0.463,0.023,0.061,4.375e-4,0,0,0,0,-4.012e-4,1.855,90,3.698,821.398,0.001,333.54,0.162,4.042e6,10,78.54,0.05,0.104,0.007
25.382,1736.025,1736.025,-54.008,54.15,-5.018,5.019,260.337,0.202,260.337,89.955,3.919,0.073,28.61,-80.597,0.225,-2.609e-4,-1.291,-0.001,-83.629,89.916,1169.027,343,0.162,0.001,9.787,96.71,70.447,2.626,0,0,5.551,0.463,0.262,0.078,0.123,0.463,0.044,0.115,-2.759e-4,0,0,0,0,-7.23e-5,1.897,90,3.716,821.671,0.001,333.551,0.163,4.062e6,10,78.54,0.05,0.104,0.007
25.432,1733.319,1733.319,-54.257,54.399,-4.968,4.968,260.533,0.203,260.533,89.955,3.918,0.027,28.61,-80.597,0.248,-2.619e-4,1.441,0.004,-83.631,89.917,1169.027,343,0.162,0.001,9.787,96.693,70.447,2.625,0,0,5.604,0.463,0.262,0.078,0.123,0.463,0.048,0.127,-1.955e-4,0,0,0,0,8.928e-5,1.9,90,3.733,821.944,0.001,333.561,0.164,4.082e6,10,78.54,0.05,0.104,0.007
25.482,1730.6,1730.6,-54.505,54.646,-4.961,4.975,260.729,0.203,260.729,89.955,3.91,0.371,28.61,-80.597,0.073,-2.63e-4,3.414,0.015,-83.761,89.917,1169.027,343,0.162,0.001,9.787,96.829,70.447,2.638,0,0,5.657,0.463,0.262,0.078,0.124,0.463,0.014,0.037,-3.025e-4,0,0,0,0,4.968e-4,1.978,90,3.751,822.22,0.001,333.572,0.164,4.102e6,10,78.54,0.05,0.104,0.007
25.532,1727.868,1727.868,-54.754,54.891,-4.965,5.039,260.923,0.204,260.923,89.955,3.879,0.861,28.61,-80.597,0.172,-2.623e-4,-2.836,0.004,-83.928,89.916,1169.027,343,0.162,0.001,9.787,96.753,70.447,2.631,0,0,5.713,0.463,0.262,0.078,0.124,0.463,0.033,0.088,-2.231e-4,0,0,0,0,-3.396e-4,2.112,90,3.769,822.496,0.001,333.583,0.165,4.122e6,10,78.54,0.05,0.104,0.007
25.582,1725.124,1725.124,-55.001,55.134,-4.919,4.992,261.116,0.204,261.116,89.955,3.832,0.851,28.61,-80.597,0.167,-2.626e-4,-0.484,0.008,-84.01,89.913,1169.027,343,0.162,0.001,9.787,96.758,70.447,2.631,0,0,5.765,0.463,0.262,0.078,0.124,0.463,0.032,0.085,-4.337e-4,0,0,0,0,-9.795e-6,2.101,90,3.787,822.774,0.001,333.594,0.166,4.141e6,10,78.54,0.05,0.104,0.007
25.632,1722.368,1722.368,-55.245,55.376,-4.844,4.874,261.307,0.204,261.307,89.955,3.798,0.542,28.61,-80.597,0.014,-2.619e-4,0.523,0.013,-84.002,89.91,1169.027,343,0.162,0.001,9.787,96.877,70.447,2.643,0,0,5.814,0.463,0.262,0.078,0.124,0.463,0.003,0.007,4.198e-4,0,0,0,0,1.134e-5,2.021,90,3.805,823.053,0.001,333.604,0.167,4.159e6,10,78.54,0.05,0.104,0.007
